cohort,task_id,tool_name,latency_ms,ts_start,ts_end,cpu_percent,cpu_exclusion_reason
Terminal-Bench All,adaptive-rejection-sampler,exec,804.4817447662354,1784705546.8144379,1784705547.6189196,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,173456.0878276825,1784653321.2028868,1784653494.6589746,8.695777497686953,
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,8.229494094848633,1784653501.8242698,1784653501.8324993,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,5.782365798950195,1784653505.453504,1784653505.4592865,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,111.88554763793945,1784653510.6895776,1784653510.8014631,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,244.46439743041992,1784653517.914621,1784653518.1590855,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,118.42846870422363,1784653525.0098565,1784653525.128285,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,7.883310317993164,1784653528.6694484,1784653528.6773317,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,39.55340385437012,1784653543.0664907,1784653543.106044,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,121543.28632354736,1784653547.403035,1784653668.9463212,88.12391803083698,
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,3104.9137115478516,1784653682.0386744,1784653685.143588,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,1264.7101879119873,1784653692.8759017,1784653694.140612,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,6.686687469482422,1784653697.1977708,1784653697.2044575,,call_shorter_than_cpu_threshold
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,15390.071868896484,1784653727.7141683,1784653743.1042402,96.1186732893073,
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,12951.399087905884,1784653751.5568392,1784653764.5082383,95.23823569519453,
Terminal-Bench All,add-benchmark-lm-eval-harness,exec,12520.726203918457,1784653781.1316478,1784653793.652374,92.89349856946626,
Terminal-Bench All,aimo-airline-departures,exec,243.17574501037598,1784705666.1203728,1784705666.3635485,,call_shorter_than_cpu_threshold
Terminal-Bench All,amuse-install,exec,1646.3956832885742,1784705812.4679399,1784705814.1143355,,call_shorter_than_cpu_threshold
Terminal-Bench All,amuse-install,exec,16513.20791244507,1784705822.5375152,1784705839.050723,84.38502082670817,
Terminal-Bench All,amuse-install,exec,3924.3786334991455,1784705844.7850091,1784705848.7093878,,call_shorter_than_cpu_threshold
Terminal-Bench All,amuse-install,exec,1700.8461952209473,1784705856.6944823,1784705858.3953285,,call_shorter_than_cpu_threshold
Terminal-Bench All,analyze-access-logs,exec,34.6834659576416,1784705911.5621154,1784705911.596799,,call_shorter_than_cpu_threshold
Terminal-Bench All,ancient-puzzle,exec,61.22756004333496,1784705987.416192,1784705987.4774196,,call_shorter_than_cpu_threshold
Terminal-Bench All,ancient-puzzle,exec,11.302947998046875,1784705992.930667,1784705992.9419699,,call_shorter_than_cpu_threshold
Terminal-Bench All,ancient-puzzle,exec,17.531871795654297,1784705999.380678,1784705999.3982098,,call_shorter_than_cpu_threshold
Terminal-Bench All,ancient-puzzle,exec,24.384737014770508,1784706006.221205,1784706006.2455897,,call_shorter_than_cpu_threshold
Terminal-Bench All,assign-seats,exec,145.13874053955078,1784653859.555921,1784653859.7010598,,call_shorter_than_cpu_threshold
Terminal-Bench All,assign-seats,exec,17.396211624145508,1784653872.3300428,1784653872.347439,,call_shorter_than_cpu_threshold
Terminal-Bench All,attention-mil,exec,1940.7718181610107,1784654059.9311051,1784654061.871877,,call_shorter_than_cpu_threshold
Terminal-Bench All,attention-mil,exec,43.86425018310547,1784654070.281444,1784654070.3253083,,call_shorter_than_cpu_threshold
Terminal-Bench All,audio-synth-stft-peaks,exec,41.527748107910156,1784654150.0367537,1784654150.0782814,,call_shorter_than_cpu_threshold
Terminal-Bench All,audio-synth-stft-peaks,exec,21.412134170532227,1784654153.8238344,1784654153.8452466,,call_shorter_than_cpu_threshold
Terminal-Bench All,audio-synth-stft-peaks,exec,12.822389602661133,1784654157.462307,1784654157.4751294,,call_shorter_than_cpu_threshold
Terminal-Bench All,audio-synth-stft-peaks,exec,19456.223249435425,1784654161.428448,1784654180.8846712,66.74024572731359,
Terminal-Bench All,audio-synth-stft-peaks,exec,1394.2327499389648,1784654193.6688051,1784654195.0630379,,call_shorter_than_cpu_threshold
Terminal-Bench All,bank-trans-filter,exec,120.88513374328613,1784654282.5123003,1784654282.6331854,,call_shorter_than_cpu_threshold
Terminal-Bench All,bank-trans-filter,exec,28.112411499023438,1784654291.118338,1784654291.1464505,,call_shorter_than_cpu_threshold
Terminal-Bench All,bank-trans-filter,exec,34.390926361083984,1784654317.8177793,1784654317.8521702,,call_shorter_than_cpu_threshold
Terminal-Bench All,blind-maze-explorer-5x5,exec,147.2160816192627,1784706074.672318,1784706074.819534,,call_shorter_than_cpu_threshold
Terminal-Bench All,blind-maze-explorer-5x5,exec,118.09515953063965,1784706122.9839833,1784706123.1020784,,call_shorter_than_cpu_threshold
Terminal-Bench All,blind-maze-explorer-5x5,exec,44.46148872375488,1784706131.8299725,1784706131.874434,,call_shorter_than_cpu_threshold
Terminal-Bench All,blind-maze-explorer-algorithm,exec,97.90253639221191,1784654356.8033211,1784654356.9012237,,call_shorter_than_cpu_threshold
Terminal-Bench All,blind-maze-explorer-algorithm,exec,247.4966049194336,1784654402.54405,1784654402.7915466,,call_shorter_than_cpu_threshold
Terminal-Bench All,blind-maze-explorer-algorithm,exec,47.7750301361084,1784654407.809526,1784654407.857301,,call_shorter_than_cpu_threshold
Terminal-Bench All,blind-maze-explorer-algorithm,exec,415.6498908996582,1784654412.5068452,1784654412.9224951,,call_shorter_than_cpu_threshold
Terminal-Bench All,blind-maze-explorer-algorithm,exec,35.37464141845703,1784654425.267448,1784654425.3028226,,call_shorter_than_cpu_threshold
Terminal-Bench All,bn-fit-modify,exec,16.69931411743164,1784654528.035464,1784654528.0521634,,call_shorter_than_cpu_threshold
Terminal-Bench All,bn-fit-modify,exec,17.86017417907715,1784654531.4105248,1784654531.428385,,call_shorter_than_cpu_threshold
Terminal-Bench All,bn-fit-modify,exec,26.36885643005371,1784654535.8672285,1784654535.8935974,,call_shorter_than_cpu_threshold
Terminal-Bench All,bn-fit-modify,exec,438.22646141052246,1784654544.711068,1784654545.1492944,,call_shorter_than_cpu_threshold
Terminal-Bench All,bn-fit-modify,exec,14539.201498031616,1784654563.6147704,1784654578.153972,95.38940450369472,
Terminal-Bench All,bn-fit-modify,exec,246.39320373535156,1784654616.08633,1784654616.3327231,,call_shorter_than_cpu_threshold
Terminal-Bench All,bn-fit-modify,exec,180.46879768371582,1784654624.7992826,1784654624.9797513,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,6.106138229370117,1784706188.9242022,1784706188.9303083,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,19.46091651916504,1784706196.6623569,1784706196.6818178,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,43.55669021606445,1784706206.7920077,1784706206.8355644,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,6071.956634521484,1784706217.5180876,1784706223.5900443,0.016531647897221072,
Terminal-Bench All,broken-networking,exec,19.83332633972168,1784706238.37335,1784706238.3931832,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,0.6892681121826172,1784706244.7914548,1784706244.792144,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,4.07862663269043,1784706248.473319,1784706248.4773977,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,893.8298225402832,1784706259.6791089,1784706260.5729387,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,39.132118225097656,1784706268.5609155,1784706268.6000476,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,28.10955047607422,1784706275.1535149,1784706275.1816244,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,19.70958709716797,1784706282.892863,1784706282.9125726,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,2483.8790893554688,1784706290.1646168,1784706292.648496,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,1700.5524635314941,1784706307.0293918,1784706308.7299442,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-networking,exec,6470.3803062438965,1784706313.9856138,1784706320.4559941,80.98310164010879,
Terminal-Bench All,broken-networking,exec,54.43572998046875,1784706328.014547,1784706328.0689828,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-python,exec,4.329681396484375,1784654797.0755105,1784654797.0798402,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-python,exec,195.4941749572754,1784654803.5283728,1784654803.723867,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-python,exec,283.83779525756836,1784654813.2371902,1784654813.521028,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-python,exec,77.37493515014648,1784654823.1507277,1784654823.2281027,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-python,exec,0.6759166717529297,1784654831.4104443,1784654831.4111202,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-python,exec,3751.039743423462,1784654839.6233227,1784654843.3743625,,call_shorter_than_cpu_threshold
Terminal-Bench All,broken-python,exec,2004.2986869812012,1784654852.257732,1784654854.2620306,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,318.90273094177246,1784654948.3469598,1784654948.6658626,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,616.5447235107422,1784654952.8325853,1784654953.44913,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,8.194208145141602,1784654958.3516004,1784654958.3597946,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,45.6545352935791,1784654967.1967995,1784654967.242454,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,45440.45853614807,1784654972.6082802,1784655018.0487387,95.77528076228236,
Terminal-Bench All,build-cython-ext,exec,29254.59313392639,1784655022.378312,1784655051.6329052,103.45004589672139,
Terminal-Bench All,build-cython-ext,exec,586.7838859558105,1784655058.8883932,1784655059.475177,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,20.885229110717773,1784655066.1533709,1784655066.174256,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,10.062456130981445,1784655075.5300276,1784655075.54009,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,27727.373838424683,1784655099.6108449,1784655127.3382187,96.61825385400422,
Terminal-Bench All,build-cython-ext,exec,8.560895919799805,1784655133.339178,1784655133.347739,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,5.913496017456055,1784655142.1627426,1784655142.168656,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,491.55688285827637,1784655153.3476446,1784655153.8392015,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,34.94620323181152,1784655164.5313246,1784655164.5662708,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,542.2451496124268,1784655178.5730712,1784655179.1153164,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,1838.8700485229492,1784655183.2882247,1784655185.1270947,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,775.4018306732178,1784655193.5273976,1784655194.3027995,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,5.971193313598633,1784655199.688549,1784655199.6945202,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,4.835367202758789,1784655203.4870489,1784655203.4918842,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,2733.9422702789307,1784655218.6559935,1784655221.3899357,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,1855.1204204559326,1784655227.8741858,1784655229.7293062,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,591.0420417785645,1784655245.2301073,1784655245.8211493,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,368.1776523590088,1784655253.4113684,1784655253.779546,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,3554.154634475708,1784655277.847232,1784655281.4013867,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-cython-ext,exec,635.5245113372803,1784655290.8374798,1784655291.4730043,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,10.743379592895508,1784655755.5573897,1784655755.568133,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,778.3384323120117,1784655764.96194,1784655765.7402785,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,0.7774829864501953,1784655785.0581572,1784655785.0589347,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,0.5960464477539062,1784655792.9403696,1784655792.9409657,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,12.14909553527832,1784655801.6161404,1784655801.6282895,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,65.43612480163574,1784655817.319038,1784655817.384474,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,0.6444454193115234,1784655905.548283,1784655905.5489275,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,72.83997535705566,1784655909.4920342,1784655909.5648742,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,392.93599128723145,1784655940.9501908,1784655941.3431268,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,2844.3315029144287,1784655963.4313996,1784655966.275731,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,0.5867481231689453,1784655973.7001584,1784655973.700745,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,193.04895401000977,1784655979.3436522,1784655979.5367012,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-initramfs-qemu,exec,4195.902109146118,1784656003.408886,1784656007.604788,87.78275120845764,
Terminal-Bench All,build-initramfs-qemu,exec,5.631923675537109,1784656015.8744023,1784656015.8800342,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-linux-kernel-qemu,exec,15582.212448120117,1784656361.859239,1784656377.4414515,85.91765555448794,
Terminal-Bench All,build-linux-kernel-qemu,exec,4.174947738647461,1784656383.1954944,1784656383.1996694,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-linux-kernel-qemu,exec,4.685640335083008,1784656385.8843014,1784656385.888987,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-linux-kernel-qemu,exec,6429.077625274658,1784656397.2281246,1784656403.6572022,113.48589482397782,
Terminal-Bench All,build-linux-kernel-qemu,exec,5.500078201293945,1784656408.921317,1784656408.9268172,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-linux-kernel-qemu,exec,225645.503282547,1784656413.5803118,1784656639.225815,675.8897658827569,
Terminal-Bench All,build-linux-kernel-qemu,exec,118.27254295349121,1784656649.014403,1784656649.1326756,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-linux-kernel-qemu,exec,0.5686283111572266,1784656657.7271864,1784656657.727755,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-linux-kernel-qemu,exec,30033.709049224854,1784656662.4974356,1784656692.5311446,13.515665910912428,
Terminal-Bench All,build-linux-kernel-qemu,exec,19.27661895751953,1784656700.1583984,1784656700.177675,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,12.480020523071289,1784656763.9676943,1784656763.9801743,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,1738.553762435913,1784656775.101632,1784656776.8401859,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,815.5496120452881,1784656785.4121585,1784656786.227708,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,10268.54157447815,1784656792.023571,1784656802.2921126,96.2089171888545,
Terminal-Bench All,build-pmars,exec,15.836715698242188,1784656810.200875,1784656810.2167118,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,8.780956268310547,1784656817.0318036,1784656817.0405846,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,0.6902217864990234,1784656829.6530552,1784656829.6537454,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,2234.0645790100098,1784656838.977507,1784656841.2115717,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,17.182111740112305,1784656851.9585123,1784656851.9756944,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,365.68570137023926,1784656861.1369505,1784656861.5026362,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,6.719827651977539,1784656868.0402305,1784656868.0469503,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,8.195161819458008,1784656873.529256,1784656873.5374513,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pmars,exec,203.39131355285645,1784656890.1419773,1784656890.3453686,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,8.524656295776367,1784706403.0394151,1784706403.0479398,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,20368.016004562378,1784706406.7567022,1784706427.1247182,54.03643640078226,
Terminal-Bench All,build-pov-ray,exec,7198.543310165405,1784706435.1191938,1784706442.317737,3.656448379176483,
Terminal-Bench All,build-pov-ray,exec,1626.7573833465576,1784706449.9425926,1784706451.56935,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,3801.7704486846924,1784706457.852298,1784706461.6540685,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,707.7131271362305,1784706469.0621316,1784706469.7698448,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,6.8454742431640625,1784706479.9167998,1784706479.9236453,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,6.100177764892578,1784706488.999506,1784706489.0056062,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,9680.893182754517,1784706500.450019,1784706510.130912,6.501584321200144,
Terminal-Bench All,build-pov-ray,exec,232.06853866577148,1784706522.0174274,1784706522.249496,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,1869.307279586792,1784706534.8956437,1784706536.764951,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,7586.484909057617,1784706546.0369637,1784706553.6234486,3.184713832330264,
Terminal-Bench All,build-pov-ray,exec,300074.1000175476,1784706564.0112283,1784706864.0853283,0.07000595612842155,
Terminal-Bench All,build-pov-ray,exec,65101.316690444946,1784706871.2551882,1784706936.356505,0.12353663167102252,
Terminal-Bench All,build-pov-ray,exec,57.4336051940918,1784706951.0197444,1784706951.077178,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,23.476123809814453,1784706958.9031143,1784706958.9265904,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,0.5764961242675781,1784706979.7666821,1784706979.7672586,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,1910.4502201080322,1784706987.2707326,1784706989.1811829,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,112.61773109436035,1784706996.0354295,1784706996.1480472,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-pov-ray,exec,109.61580276489258,1784707015.3182108,1784707015.4278266,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,46.69666290283203,1784656966.1999316,1784656966.2466283,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,6.4601898193359375,1784656977.8573327,1784656977.863793,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,2637.0460987091064,1784656980.942853,1784656983.579899,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,1214.4944667816162,1784656988.8368974,1784656990.0513918,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,1049.729585647583,1784656993.4850535,1784656994.5347831,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,11805.447578430176,1784656998.89355,1784657010.6989975,59.16138220667634,
Terminal-Bench All,build-stp,exec,2068.492889404297,1784657016.1696472,1784657018.23814,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,0.7469654083251953,1784657023.314761,1784657023.315508,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,3113.741397857666,1784657027.9487827,1784657031.062524,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,2114.8903369903564,1784657034.392417,1784657036.5073073,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,5824.400901794434,1784657042.4450846,1784657048.2694855,585.0002357948497,
Terminal-Bench All,build-stp,exec,616.2605285644531,1784657059.5806725,1784657060.196933,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,86565.5677318573,1784657079.9902158,1784657166.5557835,98.47751138545206,
Terminal-Bench All,build-stp,exec,40.03310203552246,1784657172.1063704,1784657172.1464036,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-stp,exec,14.723062515258789,1784657181.6746194,1784657181.6893425,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,7.723569869995117,1784707473.5319514,1784707473.539675,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,22.195816040039062,1784707480.076174,1784707480.0983698,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,1140.5081748962402,1784707489.7611208,1784707490.901629,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,0.6403923034667969,1784707502.4515996,1784707502.45224,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,7538.537979125977,1784707510.2665296,1784707517.8050675,70.92440919892805,
Terminal-Bench All,build-tcc-qemu,exec,1632.0841312408447,1784707533.7915006,1784707535.4235847,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,14.130830764770508,1784707543.8773706,1784707543.8915014,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,173.14648628234863,1784707556.673501,1784707556.8466475,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,18.107891082763672,1784707563.1243744,1784707563.1424823,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,1877.7391910552979,1784707573.9382992,1784707575.8160384,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,131.24918937683105,1784707591.3358998,1784707591.467149,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,143.08905601501465,1784707600.6529663,1784707600.7960553,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,5.123376846313477,1784707608.807164,1784707608.8122873,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,8.6822509765625,1784707616.766588,1784707616.7752702,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,106.69636726379395,1784707624.9367273,1784707625.0434237,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,28.490781784057617,1784707636.8901274,1784707636.9186182,,call_shorter_than_cpu_threshold
Terminal-Bench All,build-tcc-qemu,exec,73445.42789459229,1784707647.4960654,1784707720.9414933,2.11159059397666,
